t,mode,S,prom
6.176,5.0,5.0,0.03747333101928234
6.186,5.0,5.0,0.03860783912241459
6.196,5.0,5.0,0.03693494610488415
6.206,5.0,5.0,0.03457315564155579
6.216,5.0,5.0,0.034211551770567894
6.226,5.0,5.0,0.03387095145881176
6.236,5.0,5.0,0.03255416788160801
6.246,5.0,5.0,0.029613767284899953
6.256,5.0,5.0,0.028650567028671504
6.266,5.0,5.0,0.027895244862884284
6.276,5.0,5.0,0.025917833205312487
6.286,5.0,5.0,0.02239404944702983
6.296,5.0,5.0,0.020896544214338064
6.306,5.0,5.0,0.02259937552735209
6.316,5.0,5.0,0.021707629133015872
6.326,5.0,5.0,0.01940994677133858
6.336,5.0,5.0,0.017112264409661293
6.346,5.0,5.0,0.01662011439912021
6.356,5.0,5.0,0.014814647799357771
6.366,5.0,5.0,0.012307120161131025
6.376,5.0,5.0,0.012598699377849696
6.386,5.0,5.0,0.012890278594568372
6.396,5.0,5.0,0.013206045189872385
6.406,5.0,5.0,0.012571780802682042
